"题目","朝代","作者","内容"
"答杨世子诗","隋","孙万寿","太华五千仞，长河九万里。山川每蕴玉，人物多君子。丞相朝所宗，太尉国之纪。若人惟杰出，济世承馀祉。趋庭遵教义，博物兼文史。奇声振宛洛，雅论穷名理。伊余苦疲病，寂寞罕宾游。不言驱驷马，于焉访一丘。缟纻始云赠，胶漆乃相投。优枕空长想，骖蹇遂无由。忽此承来翰，华藻殊辉焕。虽则滥吹嘘，可以蠲忧叹。怀袖终不灭，掌握方留玩。和风初应律，山莺已复新。芳菲徒自好，节物不关人。劳歌虽有曲，无以报阳春。"
"别赠诗","隋","孙万寿","昔我游云阁，及尔谬同官。高步参师友，长裾接绮纨。索居方十载，相思劳万端。不言今夕遇，得尽故人欢。酒随彭泽至，琴即武城弹。高斋屏馀热，珍簟宿轻寒。叶落霜威重，蓂疏月色残。将归动离恨，弥伤行路难。"
"和张丞奉诏于江都望京口诗","隋","孙万寿","回首观涛处，极望沧海湄。流波去无限，乔木不胜悲。蓬莱虽已变，池塘尚所思。归飞路穷此，怅望情难持。吾生乃民季，畴日佐藩维。尚想西园夕，犹怀北固时。城邑才辨处，风烟忽何之。跂予未能已，顾叹空迟迟。"
"和周记室游旧京诗","隋","孙万寿","大夫悯周庙，王子泣殷墟。自然心断绝，何关系惨舒。仆本漳滨士，旧国亦沦胥。紫陌风尘起，青坛冠盖疏。台留子建赋，宫落仲将书。谯周自题柱，商容谁表闾。闻君怀古曲，同病亦涟如。方知周处叹，前后信非虚。"
"行经旧国诗","隋","孙万寿","萧条金阙远，怅望羁心愁。旧邸成三径，故园馀一丘。庭引田家客，池泛野人舟。日斜山气冷，风近树声秋。弱年陪宴喜，方兹更献酬。修竹惭词赋，丛桂且淹留。自忝无员职，空贻不调羞。武骑非吾好，还思江汉游。"
"庭前枯树诗","隋","孙万寿","当时金谷里，昔日平陵东。布叶俱承露，开花共待风。摇落一如此，容华遂不同。庭前生意尽，井上蠹心空。匠者无劳顾，拥肿难为功。"
"相逢狭路间","隋","李德林","天衢号九经，冠盖恒纵横。忽逢怀刺客，相寻欲逐名。我住河阳浦，开门望帝城。金台远犹出，玉观夜恒明。筵羞太官膳，酒酿步兵营。悬床接高十，隔帐授诸生。流水琴前韵，飞尘歌后轻。大子难为弟，中子难为兄。小子轻财利，实见陶朱情。龙轩照人转，骥马嘘天明。入门俱有说，至道胜金ぷ。出门会亲友，天官奏德星。大妇训端木，中妇训刘灵。小妇南山下，击缶和秦筝。群宾莫有戏，灯来告绝缨。"
"从驾巡游诗","隋","李德林","大夏尧遗俗，汾河汉豫游。今随龙驾往，还属雁飞秋。天行肃辇路，日驭翼华辀。朝乘六气辩，夕动七星旒。谷静禽多思，风高松易秋。远林才有色，遥水漫无流。京华佳丽所，目极与云浮。但睹凌霄观，讵见望仙楼。锁门皆秀发，鸳池尽学优。待君草封禅，东山观射牛。"
"从驾还京诗","隋","李德林","至仁文教远，惟圣武功宣。太师观六义，诸侯问百年。玄览时乘隙，训旅次山川。镇象屯休气，华盖翼飞烟。鼓奏千人响，旗动七星连。峻岭戈回日，高峰马煦天。姑射神游罢，萧关猎骑旋。更待东山上，看君巡狩篇。"
"夏日诗","隋","李德林","夏景多烦蒸，山水暂追凉。桐枝覆玉槛，荷叶满银塘。轻扇摇明月，珍簟拂流黄。壶盛仙客酒，瓶贮帝台浆。才人下铜雀，侍妓出明光。歌声越齐市，舞曲冠平阳。微风动罗带，薄汗染红妆。共欣陪宴赏，千秋乐未央。"
"入山诗","隋","李德林","登岭望重关，腰佩且鸣环。天河临易饮，月桂近将攀。王母西山至，夫人南岳还。何必阳台下，要待梦容颜。"
"咏松树诗","隋","李德林","结根生上苑，擢秀迩华池。岁寒无改色，年长有倒枝。露自金盘洒，风从玉树吹。寄言谢霜雪，贞心自不移。"
"刘生","隋","柳庄","座惊称字孟，豪雄道姓刘。广陌通朱邸，大路起青楼。耍贤驿已置，留宾辖且投。光斜日下雾，庭阴月上钩。"
"咏修竹诗","隋","明克让","非君多爱赏，谁贵此贞心。"
"咏死乌诗","隋","明馀庆","暮空长罢噪，箭急不知惊。赖馀琴里曲，犹有夜啼声。"
"初夏应诏诗","隋","魏澹","虽度芳春节，物色尚馀华。出帘飞小燕，映户落残花。舞衫飘细縠，歌扇掩轻纱。兰房本宜夜，不畏日光斜。"
"咏阶前萱草诗","隋","魏澹","绿草正含芳，び靡映前堂。带心花欲发，依笼叶已长。云度时无影，风来乍有香。横得忘忧号，余忧遂不忘。"
"咏石榴诗","隋","魏澹","分根金谷里，移植广庭中。新枝含浅绿，晚萼散轻红。影入环阶水，香随度隙风。路远无由寄，徒念春闺空。"
"园树有巢鹊戏以咏之","隋","魏澹","畏玉心常骇，填河力已穷。夜飞还绕树，朝鸣且向风。知来宁自伐，识岁不论功。早晚时应至，轻举一排空。"
"咏桐诗","隋","魏澹","本求裁作瑟，何用削成圭。愿寄华庭里，枝横待凤栖。"
"短歌行","隋","辛德源","驰射罢金沟，戏笑上云楼。少妻鸣赵瑟，侍妓转吴讴。杯度浮香满，扇举细尘浮。星河耿凉夜，飞月艳新秋。忽念奔驹促，弥欣执烛游。"
"白马篇","隋","辛德源","任侠重芳辰，相从竞逐春。金羁络赭汗，紫缕应红尘。宝剑提三尺，雕弓韬六钧。鸣珂蹀细柳，飞盖出宜春。遥见浮光发，悬知上头人。"
"霹雳引","隋","辛德源","出地声初奋，乘乾威更作。云衔天笑明，雨带星精落。碎枕神无扰，震楹书自若。侧闻吟白虎，远见飞玄鹤。"
"猗兰操","隋","辛德源","奏事传青阁，拂除乃陶嘉。散条凝露彩，含芳映日华。已知香若麝，无怨直如麻。不学芙蓉草，空作眼中花。"
"成连","隋","辛德源","征夫从远役，归望绝云端。蓑笠城逾坏，霜落梅初寒。雪夜愁烽湿，冰朝饮马难。寂寂长安信，谁念客衣单。"
"芙蓉花","隋","辛德源","洛神挺凝素，文君拂艳红。丽质徒相比，鲜彩两难同。光临照波日，香随出岸风。涉江良自远，托意在无穷。"
"浮游花","隋","辛德源","窗中斜日照，池上落花浮。若畏春风晚，当思秉烛游。"
"东飞伯劳歌","隋","辛德源","合欢芳树连理枝，荆王神女乍相随。谁家妖艳荡轻舟，含娇转眄骋风流。犀枻兰桡翠羽盖，云罗雾縠莲花带。女儿年几十六七，玉面新妆映朝日。落花从风俄度春，空留可怜何处新。"
"星名","隋","辛德源","边祲昏高柳，爟火照离宫。明堂发三令，勾陈集五戎。素扇麾全月，朱旗引半虹。虎落惊氛敛，龙城宿雾通。击钟张大乐，置酒宴群公。关山无复阻，车书方大同。"
"于邢邵座赋诗","隋","辛德源","寒威渐离风，春色方依树。"
"恙妪诗","隋","辛德源","皂陂垂肩井。"
"秋游昆明池诗","隋","元行恭","旅客伤羁远，樽酒慰登临。池鲸隐旧石，岸菊聚新金。阵低云色近，行高雁影深。欹荷泻圆露，卧柳横清阴。衣共秋风冷，心学古灰沈。还似无人处，幽兰入雅琴。"
"过故宅诗","隋","元行恭","颓城百战后，荒宅四邻通。将军树已折，步兵途转穷。吹台有山鸟，歌庭聒野虫。草深斜径没，水尽曲池空。林中满明月，是处来春风。唯馀一废井，尚夹两株桐。"
"棹歌行","隋","萧岑","桂酒既潺湲，轻舟亦乘驾。鼓枻何所吟，吟我皇唐化。容与沧浪中，淹留明月夜。"
"东征歌","隋","王通","我思国家兮远游京畿。忽逢帝王兮降礼布衣。遂怀古人之心兮将兴太平之基。时异事变兮志乖愿违。吁嗟道之不行兮垂翅东归。皇之不断兮劳身西飞。"
"河边枯树诗","隋","刘臻","奇树临芳渚，半死若龙门。疾风摧劲叶，沙岸毁盘根。将军犹未坐，匠石不曾论。无复凌云势，空馀激浪痕。可嗟摧折尽，讵得上河源。"
"石城山","隋","史万岁","石城门峻谁开辟，更鼓悟闻风落石。界天自岭胜金汤，镇压西南天半壁。"
"入塞","隋","何妥","桃林千里险，候骑乱纷纷。问此将何事，嫖姚封冠军。回旌引流电，归盖转行云。待任苍龙杰，方当论次勋。"
"长安道","隋","何妥","长安狭斜路，纵横四达分。车轮鸣凤辖，箭服耀鱼文。五陵多任侠，轻骑自连群。少年皆重气，谁识故将军。"
"奉敕于太常寺修正古乐诗","隋","何妥","大乐遗钟鼓，至乐贵忘情。俗久淳和变，年深礼孝生。嶰谷调孤管，仑山学凤鸣。浮云成舞曲，白雪作歌名。闻诗六义辨，观漏八风平。肃穆皇威畅，沦涟河水清。钧天动丝竹，括地响錞钲。尽美兼韶濩，盛德总咸英。寥亮凫钟彻，飘扬翟羽轻。小臣属千载，时幸预簪缨。行欣负苍璧，衢坛听九成。"
"乐部曹观乐诗","隋","何妥","东海馀风大，陶唐遗思深。何如观遍舞，奏鼓间摐金。清管调丝竹，朱弦韵雅琴。八行陈树羽，六德审知音。至道兼韶濩，充庭总韎任。高天度流火，落日广城阴。百神谐景福，万国仰君临。大乐非钟鼓，且用戒民心。"
"送晋熙公别诗","隋","尹式","太行君失路，扶摇我退飞。无复红颜在，空持白首归。色移三代服，尘化两京衣。道穷方识命，事云乃知非。西候追孙楚，南津送陆机。云薄鳞逾细，山高翠转微。气随流水咽，泪逐断弦挥。但令寸心密，随意尺书稀。"
"饮马长城窟行","隋","杨广","肃肃秋风起，悠悠行万里。万里何所行，横漠筑长城。岂台小子智，先圣之所营。树兹万世策，安此忆兆生。讵敢惮焦思，高枕于上京。北河秉武节，千里卷戎旌。山川互出没，原野穷超忽。摐金止行阵，鸣鼓兴士卒。千乘万骑动，饮马长城窟。秋昏塞外云，雾暗关山月。缘岩驿马上，乘空烽火发。借问长城候，单于入朝谒。浊气静天山，晨光照高阙。释兵仍振旅，要荒事方举。饮至告言旋，功归清庙前。"
"步虚词二首 其一","隋","杨广","洞府凝玄液，灵山体自然。俯临沧海岛，回出大罗天。八行分宝树，十丈散芳莲。悬居烛日月，天步役风烟。蹑记书金简，乘空诵玉篇。冠法二仪立，佩带五星连。琼轩觯甘露，瑜井挹膏泉。南巢息云马，东海戏桑田。回旗游八极，飞轮入九玄。高蹈虚无外，天地乃齐年。"
"步虚词二首 其二","隋","杨广","总辔行无极，相推凌太虚。翠霞承凤辇，碧雾翼龙舆。轻举金台上，高会玉林墟。朝游度圆海，夕宴下方诸。"
"春江花月夜二首 其一","隋","杨广","暮江平不动，春花满正开。流波将月去，潮水带星来。"
"春江花月夜二首 其二","隋","杨广","夜露含花气，春潭瀁月晖。汉水逢游女，湘川值两妃。"
"锦石捣流黄二首 其一","隋","杨广","汉使出燕然，愁闺夜不眠。易制残灯下，鸣砧秋月前。"
"锦石捣流黄二首 其二","隋","杨广","今夜长城下，云昏月应暗。谁见倡楼前，心悲不成惨。"
"喜春游歌二首 其一","隋","杨广","禁苑百花新，佳期游上春。轻身赵皇后，歌曲李夫人。"
"喜春游歌二首 其二","隋","杨广","步缓知无力，脸曼动馀娇。锦袖淮南舞，宝袜楚宫腰。"
"杨叛儿曲","隋","杨广","青春上阳月，结伴戏京华。龙媒玉珂马，凤轸绣香车。水映临桥树，风吹夹路花。日昏欢宴罢，相将归狭斜。"
"江都宫乐歌","隋","杨广","扬州旧处可淹留，台榭高明复好游。风亭芳树迎早夏，长皋麦陇送馀秋。渌潭桂楫浮青雀，果下金鞍跃紫骝。绿觞素蚁流霞饮，长袖清歌乐戏州。"
"江陵女歌","隋","杨广","雨从天上落，水从桥下流。拾得娘裙带，同心结两头。"
"泛龙舟","隋","杨广","舳舻千里泛归舟，言旋旧镇下扬州。借问扬州在何处，淮南江北海西头。六辔聊停御百丈，暂罢开山歌棹讴。讵似江东掌间地，独自称言鉴里游。"
"四时白纻歌二首 其一 东宫春","隋","杨广","洛阳城边朝日晖，天渊池前春燕归。含露桃花开未飞，临风杨柳自依依。小苑花红洛水绿，清歌宛转繁弦促。长袖逶迤动珠玉，千年万岁阳春曲。"
"四时白纻歌二首 其二 江都夏","隋","杨广","黄梅雨细麦秋轻，枫叶萧萧江水平。飞楼绮观轩若惊，花簟罗帏当夜清。菱潭落日双凫舫，绿水红妆两摇渌。还似扶桑碧海上，谁肯空歌采莲唱。"
"凤艒歌","隋","杨广","三月三日向红头，正见鲤鱼波上游。意欲垂钩往撩取，恐是蛟龙还复休。"
"纪辽东二首 其一","隋","杨广","辽东海北剪长鲸。风云万里清。方当销锋散马牛。旋师宴镐京。前歌后舞振军威。饮至解戎衣。判不徒行万里去。空道五原归。"
"纪辽东二首 其二","隋","杨广","秉旄伏节定辽东。俘馘变夷风。清歌凯捷九都水。归宴雒阳宫。策功行赏不淹留。全军藉智谋。讵似南宫复道上。先封雍齿侯。"
"冬至乾阳殿受朝诗","隋","杨广","北陆玄冬盛，南至晷漏长。端拱朝万国，守文继百王。至德惭日用，治道愧时康。新邑建嵩岳，双阙临洛阳。圭景正八表，道路均四方。碧空霜华净，朱庭皎日光。缨佩既济济，钟鼓何锽锽。文戟翊高殿，采眊分修廊。元首乏明哲，股肱贵惟良。舟楫行有寄，庶此王化昌。"
"云中受突厥主朝宴席赋诗","隋","杨广","鹿塞鸿旗驻，龙庭翠辇回。毡帷望风举，穹庐向日开。呼韩顿颡至，屠耆接踵来。索辫擎膻肉，韦鞲献酒杯。如何汉天子，空上单于台。"
"宴东堂诗","隋","杨广","雨罢春光润，日落暝霞晖。海榴舒欲尽，山樱开未飞。清音出歌扇，浮香飘舞衣。翠帐全临户，金屏半隐扉。风花意无极，芳树晓禽归。"
"赐史祥诗","隋","杨广","伯煚朝继重，夏侯亲遇深。贵耳唯闻古，贱目讵知今。早?劲草质，久有背淮心。扫逆黎山外，振旅河之阴。功已书王府，留情太仆箴。"
"赐牛弘诗","隋","杨广","晋家山吏部，魏代卢尚书。莫言先哲异，奇才并佐予。学行敦时俗，道素乃冲虚。纳言云阁上，礼仪皇运初。彝伦欣有叙，垂拱事端居。"
"赐诸葛颖","隋","杨广","参翰长洲苑，侍讲肃成门。名理穷研核，英华恣讨论。实录资平允，传芳导后昆。"
"早渡淮诗","隋","杨广","平淮既淼淼，晓雾复霏霏。淮甸未分色，泱漭共晨晖。晴霞转孤屿，锦帆出长圻。潮鱼时跃浪，沙禽鸣欲飞。会待高秋晚，愁因逝水归。"
"临渭源诗","隋","杨广","西征乃届此，山路亦悠悠。地干纪灵异，同穴吐洪流。滥觞何足拟，浮槎难可俦。惊波鸣涧石，澄岸泻岩楼。滔滔下狄县，淼淼肆神州。长林啸白兽，云径想青牛。风归花叶散，日举烟雾收。直为求人隐，非穷辙迹游。"
"还京师诗","隋","杨广","东都礼仪举，西京冠盖归。是月春之季，花柳相依依。云跸清驰道，雕辇御晨晖。嘹亮铙笳奏，葳蕤旌旆飞。后乘趋文雅，前驱厉武威。"
"舍舟登陆示慧日道场玉清玄坛德众诗","隋","杨广","天净宿云卷，日举长川旦。飒洒林花落，逶迤风柳散。孤鹤近追群，啼莺远相唤。莲舟水处尽，画轮途始半。江浐各自遥，东西并兴叹。已熏禅慧力，复藉金丹捍。有异三川游，曾非四门观。于焉履妙道，超然登彼岸。"
"谒方山灵岩寺诗","隋","杨广","梵宫既隐隐，灵岫亦沈沈。平郊送晚日，高峰落远阴。回幡飞曙岭，疏钟响昼林。蝉鸣秋气近，泉吐石溪深。抗迹禅枝地，发念菩提心。"
"月夜观星诗","隋","杨广","团团素月净，翛翛夕景清。谷泉惊暗石，松风动夜声。披衣出荆户，蹑履步山楹。欣睹明党亮，喜见泰阶平。觜参犹可识，牛女尚分明。更移斗柄转，夜久天河横。徘徊不能寐，参差几种情。"
"季秋观海诗","隋","杨广","孟轲叙游圣，枚乘说愈疾。逖听乃前闻，临深验兹日。浮天迥无岸，含灵固非一。委输百谷归，朝宗万川溢。分城碧雾晴，连洲彩云密。欣同夫子观，深愧玄虚笔。"
"望海诗","隋","杨广","碧海虽欣瞩，金台空有闻。远水翻如岸，遥山倒似云。断涛还共合，连浪或时分。驯鸥旧可狎，卉木足为群。方知小姑射，谁复语临汾。"
"咏鹰诗","隋","杨广","迁朔欲之衡，忽投罻罗里。既以羁华绊，仍持献君子。青骹固绝俦，素羽诚难拟。深目表兹称，阔臆斯为美。惊兽不及奔，猜禽无暇起。虽蒙鞲上荣，无复凌云志。"
"献岁燕宫臣诗","隋","杨广","三元建上京，六佾宴吴城。朱庭容卫肃，青天春气明。朝光动剑彩，长阶分佩声。酒阑钟磬息，欣观礼乐成。"
"正月十五日于通衢建灯夜升南楼诗","隋","杨广","法轮天上转，梵声天上来。灯树千光照，花焰七枝开。月影凝流水，春风含夜梅。幡动黄金地，钟发琉璃台。"
"晚春诗","隋","杨广","洛阳春稍晚，四望满春晖。杨叶行将暗，桃花落未稀。窥檐燕争人，穿林鸟乱飞。唯当关塞者，溽露方沾衣。"
"悲秋诗","隋","杨广","故年秋始去，今年秋复来。露浓山气冷，风急蝉声哀。鸟击初移树，鱼寒欲隐苔。断雾时通日，残云尚作雷。"
"冬夜诗","隋","杨广","不觉岁将尽，已复入长安。月影含冰冻，风声凄夜寒。江海波涛壮，崤潼坂险难。无因寄飞翼，徒欲动和銮。"
"夏日临江诗","隋","杨广","夏潭荫修竹，高岸坐长枫。日落沧江静，云散远山空。鹭飞林外白，莲开水上红。逍遥有馀兴，怅望情不终。"
"北乡古松树诗","隋","杨广","古松惟一树，森竦讵成林。独留尘尾影，犹横偃盖阴。云来聚云色，风度杂风音。孤生小庭里，尚表岁寒心。"
"幸江都作诗","隋","杨广","求归不得去，真成遭个春。鸟声争劝酒，梅花笑杀人。"
"诗","隋","杨广","寒雅飞数点，流水绕孤村。斜阳欲落处，一望黯消魂。"
"游明庆寺诗","隋","姚察","地灵居五净，山幽寂四禅。月宫临镜石，花赞绕峰莲。霞晖间幡影，云气合炉烟。迥松高偃盖，水瀑细分泉。含风万籁响，裛露百花鲜。宿昔寻真趣，结友亟留连。山庭出藿蘼，涧沚濯潺湲。因斯事熏习，便得息攀缘。何言遂云雨，怀此怅悠然。徒有南登望，会逐东流旋。"
"赋得笛诗","隋","姚察","作曲是佳人，制名由巧匠。鹍弦时莫并，凤管还相向。随歌响更发，逐舞声弥亮。宛转度云窗，逶迤出黼帐。长随画堂里，承恩无所让。"
"出塞二首 其一","隋","杨素","漠南胡未空，汉将复临戎。飞狐出塞北，碣石指辽东。冠军临瀚海，长平翼大风。云横虎落阵，气抱龙城虹。横行万里外，胡运百年穷。兵寝星芒落，战解月轮空。严刁息夜斗，辛角罢鸣弓。北风嘶朔马，胡霜切塞鸿。休明大道暨，幽荒日用同。方就长安邸，来谒建章宫。"
"出塞二首 其二","隋","杨素","汉虏未和亲，忧国不忧身。握手河梁上，穷涯北海滨。据鞍独怀古，慷慨感良臣。历览多旧迹，风日惨愁人。荒塞空千里，孤城绝四邻。树寒偏易古，草衰恒不春。交河明月夜，阴山苦雾辰。雁飞南入汉，水流西咽秦。风霜久行役，河朔备艰辛。薄暮边声起，空飞胡骑尘。"
"赠薛内史诗","隋","杨素","耿耿不能寐，京洛久离群。横琴还独坐，停杯遂待君。待君春草歇，独坐秋风发。朝朝唯落花，夜夜空明月。明月徒流光，落花空自芳。别离望南浦，相思在汉阳。汉阳隔陇吟，南浦达桂林。山川虽未远，无由得寄音。"
"赠薛播州诗 其一","隋","杨素","在昔天地闭，品物属屯蒙。和平替王道，哀怨结人风。麟伤世已季，龙战道将穷。乱海飞群水，贯日引长虹。干戈异革命，揖让非至公。"
"赠薛播州诗 其二","隋","杨素","两河定宝鼎，八水域神州。函关绝无路，京洛化为丘。漳滏尔连沼，泾渭余别流。生郊满戎马，涉路起风牛。班荆疑莫遇，赠缟竟无由。"
"赠薛播州诗 其三","隋","杨素","五纬连珠聚，千载浊河清。金亡潜虎质，闰尽自蛙声。圣期伊旦暮，天禄启炎精。雾生三日重，星飞五老轻。禋宗答上帝，改物创群生。"
"赠薛播州诗 其四","隋","杨素","道昏虽已朗，政故犹未新。刳舟洹水济，结网大川滨。出游迎钓叟，入梦访幽人。植林离各树，开荣岂异春。相逢一时泰，共幸百年身。"
"赠薛播州诗 其五","隋","杨素","有帛贲丘园，生刍自幽谷。尘芳金马路，澜清凤池澳。零露既垂光，清风复流穆。倾盖如旧知，弹冠岂新沭。利心金各断，芬言兰共馥。"
"赠薛播州诗 其六","隋","杨素","自余历端揆，缉熙恧时彦。及尔陪帷幄，出纳先天眷。高调发清音，缛藻流馀绚。或如彼金玉，岁暮无凋变。余松待尔心，尔筠留我箭。"
"赠薛播州诗 其七","隋","杨素","荏苒积岁时，契阔同游处。阊阖既趋朝，承明还宴语。上林陪羽猎，甘泉侍清曙。迎风含暑气，飞雨凄寒序。相顾惜光阴，留情共延伫。"
"赠薛播州诗 其八","隋","杨素","滔滔彼江汉，实为南国纪。作牧求明德，若人应斯美。高卧未褰帷，飞声已千里。还望白云天，日暮秋风起。岘山君傥游，泪落应无已。"
"赠薛播州诗 其九","隋","杨素","汉阴政已成，岭表人犹蠹。弹冠比方新，还珠总如故。楚人结去思，越俗歌来暮。阳乌尚归飞，别鹤还回顾。君见南枝巢，应思北风路。"
"赠薛播州诗 其十","隋","杨素","北风吹故林，秋声不可听。雁飞穷海寒，鹤唳霜皋净。含毫心未传，闻音路犹夐。唯有孤城月，徘徊独临映。吊影余自怜，安知我疲病。"
"赠薛播州诗 其十一","隋","杨素","养病愿归闲，居荣在知足。栖迟茂陵下，优游沧海曲。古人情可见，今人遵路躅。荒居接野穷，心物俱非俗。桂树芳丛生，山幽竟何欲。"
"赠薛播州诗 其十二","隋","杨素","所欲栖一枝，禀分丰诸已。园树避鸣蝉，山梁过雌雉。野阴冒丛灌，幽气含兰芷。悲哉暮秋别，春草复萋矣。鸣琴久不闻，属听空流水。"
"赠薛播州诗 其十三","隋","杨素","秋水鱼游日，春树鸟鸣时。濠梁暮共往，幽谷有相思。千里悲无驾，一见杳难期。山河散琼蕊，庭树下丹滋。物华不相待，迟暮有馀悲。"
"赠薛播州诗 其十四","隋","杨素","衔悲向南浦，寒色黯沈沈。风起洞庭险，烟生云梦深。独飞时慕侣，寡和乍孤音。木落悲时暮，时暮感离心。离心多苦调，讵假雍门琴。"
"行经汉高陵诗","隋","杨素","芳春无献果，明月不游衣。"
"遗源雄诗","隋","贺若弼","交河骠骑幕，合浦伏波营。勿使麒麟上，无我二人名。"
"豫章行 其二","隋","薛道衡","荡子从来好留滞，况复关山远迢递。当学织女嫁牵牛，莫作姮娥叛夫婿。偏讶思君无限极，欲罢欲忘还复忆。愿作王母三青鸟，飞去飞来传消息。丰城双剑昔曾离，经年累月复相随。不畏将军成久别，只恐封侯心更移。"
"奉和晚日杨子江应制诗","隋","柳䛒","诘旦金铙发，骖驾出城闉。鲜云临葆盖，细草藉班轮。千里烟霞色，四望江山春。梅风吹落蕊，酒雨减轻尘。日斜欢未毕，睿想良非一。风生叠浪起，雾卷孤帆出。辞藻丽繁星，高论光朝日。空美邹枚侣，终谢渊云笔。"
"奉和晚日杨子江应教诗","隋","柳䛒","大江都会所，长洲有旧名。西流控岷蜀，东泛迩蓬瀛。未睹纤罗动，先听远涛声。空濛云色晦，浃垒浪华生。欲知暮雨歇，当观飞旆轻。"
"奉和春日临渭水应令诗","隋","柳䛒","饮马投钱岸，解钓剖璜津。风丝曳香饵，覆杯怀昔人。"
"咏死牛诗","隋","柳䛒","一朝辞绀幰，千里别黄河。对衣徒下泣，扣角讵闻歌。"
"阳春歌","隋","柳䛒","春鸟一啭有千声。春花一丛千种名。旅人无语坐檐楹。思乡怀土志难平。唯当文共酒。暂与兴相迎。"
"奉和冬至乾阳殿受朝应诏诗","隋","牛弘","恭已临万寓，宸居御八埏。作贡菁茅集，来朝圭黻连。司仪三揖盛，掌礼九宾虔。重栏映如璧，复殿绕非烟。"
"奉和御制夜观星示百僚诗","隋","萧琮","阳精去南陆，大曜始西流。夕风凄谢暑，夜气应新秋。重门月已映，严城漏渐修。临风出累榭，度月蔽层楼。灵河隔神女，仙辔动星牛。玉衡指栋落，瑶光对幌留。徒知仰阊阖，乘槎未有由。"
"奉和御制月夜观星示百僚诗","隋","袁庆","六龙初匿影，顾兔始驰光。戎井传宵漏，山庭引夕凉。宸居多胜托，闲步出琳堂。烂烂星芒动，耿耿清河长。青道移天驷，北极转文昌。乔枝犹隐毕，绝岭半侵张。仰观留玉裕，睿作动金相。无庸徒抱寂，何以继连章。"
"七夕诗二首 其一","隋","王翙","天河横欲晓，凤驾俨应飞。落月移妆镜，浮云动别衣。欢逐今宵尽，愁随还路归。犹将宿昔泪，更上去年机。"
"七夕诗二首 其二","隋","王翙","终年恒弄杼，今夕始停梭。却镜看斜月，移车渡浅河。长裙动星佩，轻帐掩云罗。旧愁虽暂止，新愁还复多。"
"暮秋望月示学士各释愁应教","隋","徐仪","碣石寒光远，□□秋色高。长沙正下叶，曲岸已飞涛。君王怅晚节，延伫竭神皋。复属西园夜，轻辇暂游遨。游遨未云赏，苍茫孤月上。枝间影合离，波上光来往。此夕未央宫，应照仙人掌。掌高明转净，夜深留睿想。处处敞高扃，流照满珠庭。重轮入雅曲，合璧应祥经。灿烂浮珠网，参差间玉星。山幽有芳桂，林静发新蓂。蓂开布帝城，分枝共月明。斜晖渐西落，弥□轸归情。骖驾且来游，圣藻命舒愁。询刍以蠲病，参妙本难酬。良史称天闳，因时命应刘。楚王追绿兕，齐后出青丘。驰原落云翼，截水曳吞舟。无劳子虚咤，即事可忘忧。"
"鸡鸣篇","隋","岑德润","钟响应繁霜，晨鸡锦臆张。帘迥犹侵露，枝高已映光。排空下朝揭，奋翼上花扬。雨晦思君子，关开脱孟尝。既得依云外，安用集陈仓。"
"赋得临阶危石诗","隋","岑德润","当阶耸危石，殊状实难名。带山疑似兽，侵波或类鲸。云峰临栋起，莲影入檐生。楚人终不识，徒自蕴连城。"
"咏灰诗","隋","岑德润","图规晕不缺，气改律还虚。欲燃愁狱吏，弃道畏刑书。未得逢疆阵，轻举欲焉如。"
"咏鱼诗","隋","岑德润","剑影侵波合，珠光带水新。莲东自可戏，安用上龙津。"
"奉和周赵王咏石诗","隋","崔仲方","玉绳随月落，金碑映日鲜。入江疑濯锦，出峡似开莲。文马河西瑞，兵符济北篇。会逐灵槎上，还归天汉边。"
"小山诗","隋","崔仲方","昆丘本难陟，轩台不易朝。还往麟洲上，时听凤凰箫。霞观文犀簟，香林碧玉条。且学烧丹甑，何假摘灵桃。"
"夜作巫山诗","隋","崔仲方","荆门秋水急，巫峡断云轻。若为教月夜，长短听猿声。"
"侍宴东宫应令诗","隋","于仲文","铜楼充震位，银牖集嘉宾。青宫列绀幰，紫陌结朱轮。弦调宝瑟曲，歌动画梁尘。金卮倾斗酒，琼筵列八珍。花惊度翠羽，萍散跃赪鳞。承恩叨并作，扣寂绕阳春。"
"答谯王诗","隋","于仲文","梧台开广宴，竹苑列英贤。景差方入楚，乐毅始游燕。折角挥谈柄，重席吐言泉。武骑初ゼ翰，文学正题鞭。玉徽调绿绮，璧散沈青田。晚霞澹远岫，落景藻长川。未陪东阁赏，独咏西园篇。"
"白马篇","隋","王胄","白马黄金鞍，蹀躞柳城前。问此何乡客，长安恶少年。结发从戎事，驰名振朔边。良弓控繁弱，利剑挥龙泉。披林扼凋虎，仰手接飞鸢。前年破沙漠，昔岁取祁连。折冲摧右校，搴旗殪左贤。昆弥还谢力，庆忌本推儇。海外平遐险，来庭识负褰。三韩劳薄伐，六事指幽燕。良家选河右，猛将征西山。浮云屯羽骑，蔽日引长旃。自矜有馀勇，应募忽争先。王师已得隽，夷首失求全。鼓行徇玉检，乘胜荡朝鲜。志勇期功立，宁惮微躯捐。不羡山河赏，谁希竹素传。"
"枣下何纂纂二首 其一","隋","王胄","柳黄知节变，草绿识春归。复道含云影，重檐照日辉。"
"枣下何纂纂二首 其二","隋","王胄","御柳长条翠，宫槐细叶开。还得闻春曲，便逐鸟声来。"
